ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,Unnamed: 9
2011-12-06,2430000.0,174029900.0,46.226787686166496,46.226787686166496,40.81338754923383,43.36802581610094,0.0,1282.0,
2011-12-07,1156000.0,83146600.0,42.881428050983395,44.64534494953448,42.15153140330709,44.64534494953448,1.2773191334335479,591.0,
2011-12-08,1108030.0,82028186.0,44.09792246377725,45.98348880360772,43.67214941929941,45.98348880360772,1.3381438540732404,510.0,
2011-12-09,784000.0,58915900.0,45.010293273372646,46.1659629655268,44.70616967017418,45.92266408296803,-0.06082472063969277,405.0,
2011-12-12,679000.0,50292700.0,45.37524159721079,45.61854047976957,44.34122134633602,45.49689103849018,-0.42577304447784914,295.0,
2011-12-13,494000.0,34877700.0,44.88864383209326,44.88864383209326,42.33400556522614,42.33400556522614,-3.1628854732640233,274.0,
2011-12-14,486000.0,31545900.0,39.4144189745209,40.3267897841163,39.4144189745209,39.4144189745209,-2.9195865907052525,223.0,
2011-12-15,662010.0,40659670.0,37.10307959021259,39.35359425388121,36.67730654573474,39.29276953324151,-0.12164944127938554,382.0,
2011-12-16,332000.0,21311600.0,38.74534704748429,39.536068415800294,37.7721515172492,39.536068415800294,0.24329888255877108,242.0,
2011-12-19,170000.0,10749600.0,38.92782120940336,39.23194481260183,37.52885263469042,37.52885263469042,-2.007215781109861,98.0,
2011-12-20,326000.0,20287400.0,37.71132679660951,38.015450399807975,37.71132679660951,38.015450399807975,0.48659776511754216,189.0,
2011-12-21,451000.0,29601100.0,38.92782120940336,40.63091338731477,38.6236976062049,40.63091338731477,2.6154629875067883,227.0,
2011-12-22,214000.0,14485500.0,40.144315622197226,41.96905724138801,39.65771785707968,41.908232520748314,1.2773191334335479,167.0,
2011-12-23,617000.0,43535600.0,41.96905724138801,44.158747184416946,41.908232520748314,43.976273022497864,2.068040501749554,312.0,
2011-12-26,141000.0,10110700.0,43.976273022497864,43.976273022497864,43.18555165418186,43.55049997802001,-0.42577304447784914,81.0,
2011-12-27,225000.0,15806800.0,43.18555165418186,43.6113246986597,42.212356123946776,42.51647972714524,-1.034020250874777,137.0,
