ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,Unnamed: 9
2017-03-09,143055.0,9250853.0,51.76969300064142,51.84873069987903,50.03086361741376,51.05835370750283,0.0,105.0,
2017-03-10,31000.0,1978200.0,51.05835370750283,51.05835370750283,50.188939015889005,50.58412751207711,-0.47422619542572286,25.0,
2017-03-13,10004.0,642154.0,50.66316521131472,51.05835370750283,50.58412751207711,50.58412751207711,0.0,12.0,
2017-03-14,21000.0,1343000.0,50.58412751207711,50.58412751207711,50.42605211360186,50.58412751207711,0.0,19.0,
2017-03-15,28040.0,1778727.0,50.188939015889005,50.58412751207711,49.7937505197009,49.95182591817614,-0.632301593900964,25.0,
2017-03-16,39000.0,2458800.0,50.50508981283948,50.97931600826521,49.31952432427517,49.7937505197009,-0.158075398475241,35.0,
2017-03-17,23127.0,1447512.0,49.7937505197009,49.7937505197009,49.240486625037555,49.240486625037555,-0.5532638946633434,22.0,
2017-03-20,17163.0,1068454.0,49.0033735273247,49.31952432427517,49.0033735273247,49.31952432427517,0.0790376992376205,17.0,
2017-03-21,16000.0,993100.0,49.082411226562314,49.3985620235128,48.76626042961184,49.3985620235128,0.0790376992376205,16.0,
2017-03-22,22000.0,1356600.0,48.924335828087074,49.082411226562314,48.6081850311366,48.6081850311366,-0.7903769923762048,18.0,
2017-03-23,50000.0,3100600.0,48.6081850311366,49.3985620235128,48.6081850311366,48.924335828087074,0.316150796950482,32.0,
2017-03-24,10000.0,619200.0,49.0033735273247,49.0033735273247,48.68722273037422,48.76626042961184,-0.158075398475241,10.0,
2017-03-27,14017.0,867448.0,48.68722273037422,49.0033735273247,48.68722273037422,49.0033735273247,0.23711309771286143,9.0,
2017-03-28,23237.0,1423151.0,49.31952432427517,49.31952432427517,48.212996534948495,48.371071933423735,-0.632301593900964,16.0,
2017-03-29,6522.0,401546.0,49.16144892579994,49.16144892579994,48.29203423418611,48.371071933423735,0.0,8.0,
2017-03-30,20001.0,1232662.0,48.84529812884946,49.082411226562314,48.371071933423735,48.924335828087074,0.5532638946633434,16.0,
2017-03-31,20109.0,1228737.0,48.45010963266136,48.45010963266136,48.05492113647325,48.13395883571087,-0.7903769923762048,20.0,
2017-04-05,14215.0,865393.0,48.13395883571087,48.212996534948495,47.896845737998014,48.212996534948495,0.0790376992376205,13.0,
2017-04-06,7049.0,433489.0,48.76626042961184,48.76626042961184,48.212996534948495,48.212996534948495,0.0,5.0,
2017-04-07,31109.0,1884483.0,48.6081850311366,48.6081850311366,47.422619542572285,48.212996534948495,0.0,23.0,
2017-04-10,11003.0,669183.0,48.212996534948495,48.212996534948495,47.81780803876039,47.81780803876039,-0.3951884961881024,10.0,
2017-04-11,17089.0,1027531.0,47.34358184333466,47.81780803876039,47.264544144097044,47.34358184333466,-0.47422619542572286,15.0,
2017-04-12,14000.0,834300.0,47.422619542572285,47.422619542572285,46.63224255019608,46.63224255019608,-0.7113392931385843,14.0,
2017-04-13,15006.0,908154.0,48.212996534948495,48.212996534948495,47.422619542572285,47.422619542572285,0.7903769923762048,17.0,
2017-04-14,22003.0,1315174.0,46.63224255019608,47.422619542572285,46.63224255019608,47.02743104638419,-0.3951884961881024,19.0,
2017-04-17,22000.0,1315700.0,47.264544144097044,47.34358184333466,47.264544144097044,47.34358184333466,0.316150796950482,7.0,
2017-04-18,8000.0,474200.0,46.79031794867132,47.97588343723564,46.63224255019608,46.63224255019608,-0.7113392931385843,7.0,
2017-04-19,52169.0,3213907.0,48.212996534948495,49.3985620235128,48.212996534948495,48.212996534948495,1.5807539847524097,36.0,
2017-04-20,19000.0,1158000.0,48.212996534948495,48.6081850311366,47.422619542572285,47.422619542572285,-0.7903769923762048,15.0,
2017-04-21,14072.0,839520.0,47.81780803876039,47.81780803876039,46.63224255019608,47.02743104638419,-0.3951884961881024,14.0,
2017-04-24,6020.0,361104.0,47.58069494104753,47.58069494104753,47.18550644485943,47.18550644485943,0.158075398475241,7.0,
2017-04-25,8000.0,490100.0,48.371071933423735,48.6081850311366,48.29203423418611,48.371071933423735,1.1855654885643072,8.0,
2017-04-26,32000.0,1956000.0,48.212996534948495,48.45010963266136,48.212996534948495,48.371071933423735,0.0,22.0,
