頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
1,TW0002616000,2616,山隆,上市,股票,油電燃氣業,1997/11/08,ESVUFR,
2,TW0006505001,6505,台塑化,上市,股票,油電燃氣業,2003/12/26,ESVUFR,
3,TW0008926007,8926,台汽電,上市,股票,油電燃氣業,2003/08/25,ESVUFR,
4,TW0009908004,9908,大台北,上市,股票,油電燃氣業,1991/02/06,ESVUFR,
5,TW0009918003,9918,欣天然,上市,股票,油電燃氣業,1994/04/26,ESVUFR,
6,TW0009926006,9926,新海,上市,股票,油電燃氣業,1998/04/08,ESVUFR,
7,TW0009931006,9931,欣高,上市,股票,油電燃氣業,2000/03/21,ESVUFR,
8,TW0009937003,9937,全國,上市,股票,油電燃氣業,2000/09/11,ESVUFR,
