頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
1,TW0001903003,1903,士紙,上市,股票,造紙工業,1963/12/09,ESVUFR,
2,TW0001904001,1904,正隆,上市,股票,造紙工業,1971/09/10,ESVUFR,
3,TW0001905008,1905,華紙,上市,股票,造紙工業,1975/02/07,ESVUFR,
4,TW0001906006,1906,寶隆,上市,股票,造紙工業,1976/04/26,ESVUFR,
5,TW0001907004,1907,永豐餘,上市,股票,造紙工業,1977/02/22,ESVUFR,
6,TW0001909000,1909,榮成,上市,股票,造紙工業,1985/11/19,ESVUFR,
7,TW0006790009,6790,永豐實,上市,股票,造紙工業,2021/09/29,ESVUFR,
