頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
1,TW0001802007,1802,台玻,上市,股票,玻璃陶瓷,1973/07/20,ESVUFR,
2,TW0001806008,1806,冠軍,上市,股票,玻璃陶瓷,1992/09/29,ESVUFR,
3,TW0001809002,1809,中釉,上市,股票,玻璃陶瓷,1996/04/30,ESVUFR,
4,TW0001810000,1810,和成,上市,股票,玻璃陶瓷,1991/10/14,ESVUFR,
5,TW0001817005,1817,凱撒衛,上市,股票,玻璃陶瓷,2013/10/24,ESVUFR,
