頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
1,TW0001101004,1101,台泥,上市,股票,水泥工業,1962/02/09,ESVUFR,
2,TW0001102002,1102,亞泥,上市,股票,水泥工業,1962/06/08,ESVUFR,
3,TW0001103000,1103,嘉泥,上市,股票,水泥工業,1969/11/14,ESVUFR,
4,TW0001104008,1104,環泥,上市,股票,水泥工業,1971/02/01,ESVUFR,
5,TW0001108009,1108,幸福,上市,股票,水泥工業,1990/06/06,ESVUFR,
6,TW0001109007,1109,信大,上市,股票,水泥工業,1991/12/05,ESVUFR,
7,TW0001110005,1110,東泥,上市,股票,水泥工業,1994/10/22,ESVUFR,
