"092年05月05日 至 110年11月25日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"95年08月03日","2428","興勤","21.65","21.05","0.598100","息","22.50","19.60","21.05","21.05","除權息資料","110年第3季","60.39","9.51",
"95年08月03日","2461","光群雷","23.30","22.79","0.505261","息","24.35","21.20","22.80","22.79","除權息資料","110年第3季","16.89","2.37",
"95年08月03日","2607","榮運","16.95","16.05","0.900000","息","17.15","14.95","16.05","16.05","除權息資料","110年第3季","24.72","0.66",
"95年08月03日","2884","玉山金","20.00","18.60","1.400000","權息","19.90","17.30","18.60","18.60","除權息資料","110年第3季","14.19","1.19",
"95年08月03日","2903","遠百","16.95","15.81","1.140000","權息","16.90","14.75","15.80","15.81","除權息資料","110年第3季","21.82","0.64",
"95年08月03日","3038","全台","21.05","18.23","2.821000","權息","19.50","17.00","18.25","18.23","除權息資料","110年第3季","13.13","1.23",
"95年08月03日","3044","健鼎","103.50","90.60","12.900000","權息","96.90","84.30","90.60","90.60","除權息資料","110年第3季","69.56","8.25",
"95年08月03日","5515","建國","15.10","13.07","2.030000","權息","13.95","12.20","13.05","13.07","除權息資料","110年第3季","18.19","1.44",
"95年08月03日","5531","鄉林","56.60","40.19","16.410000","權","43.00","37.40","40.20","40.19","除權息資料","110年第3季","10.87","-0.73",
"95年08月03日","6004","元京證","20.45","20.17","0.270067","息","21.55","18.80","20.15","20.17","除權息資料","","","",
"95年08月03日","8016","矽創","113.50","89.20","24.300882","權息","95.40","83.00","89.20","89.20","除權息資料","110年第3季","82.89","35.24",
"95年08月03日","9921","巨大","50.30","47.30","3.000000","息","50.60","44.00","47.30","47.30","除權息資料","110年第3季","70.61","12.88",
"95年08月04日","1218","泰山","6.59","6.46","0.130000","權","6.91","6.01","6.46","6.46","除權息資料","110年第3季","13.98","0.91",
"95年08月04日","1471","首利","29.50","26.67","2.830000","權","28.50","24.85","26.65","26.67","除權息資料","110年第3季","6.57","-0.39",
"95年08月04日","1731","美吾華","9.54","9.11","0.430000","權息","9.74","8.48","9.11","9.11","除權息資料","110年第3季","14.71","1.09",
"95年08月04日","2374","佳能","22.95","20.65","2.308670","權息","22.05","19.25","20.65","20.65","除權息資料","110年第3季","21.21","2.46",
"95年08月04日","2538","基泰","15.75","14.31","1.440000","權","15.30","13.35","14.30","14.31","除權息資料","110年第3季","13.49","-0.33",
"95年08月04日","2908","特力","21.35","19.12","2.239701","權息","20.45","17.80","19.10","19.12","除權息資料","110年第3季","13.48","1.31",
"95年08月04日","3026","禾伸堂","56.30","50.16","6.146500","權息","53.60","46.65","50.20","50.16","除權息資料","110年第3季","60.44","10.37",
"95年08月04日","6235","華孚","24.50","22.71","1.790000","權息","24.25","21.15","22.70","22.71","除權息資料","110年第3季","13.71","0.44",
"95年08月07日","1452","宏益","5.76","5.64","0.120000","權","6.03","5.25","5.64","5.64","除權息資料","110年第3季","20.58","2.20",
"95年08月07日","1538","正峰","45.30","39.13","6.170000","權息","41.85","36.40","39.15","39.13","除權息資料","110年第3季","4.40","-1.81",
"95年08月07日","2105","正新","28.20","25.65","2.550000","權息","27.40","23.90","25.65","25.65","除權息資料","110年第3季","24.50","1.34",
"95年08月07日","2204","中華","28.15","26.25","1.900000","權息","28.05","24.45","26.25","26.25","除權息資料","110年第3季","75.09","5.90",
"95年08月07日","2324","仁寶","30.30","27.84","2.469194","權息","29.75","25.90","27.85","27.84","除權息資料","110年第3季","24.79","2.17",
"95年08月07日","2460","建通","24.75","22.03","2.727657","權息","23.55","20.50","22.05","22.03","除權息資料","110年第3季","14.22","1.28",
"95年08月07日","9934","成霖","30.95","27.14","3.815000","權息","29.00","25.25","27.15","27.14","除權息資料","110年第3季","14.64","0.38",
"95年08月08日","1313","聯成","11.25","10.62","0.635989","權息","11.35","9.88","10.60","10.62","除權息資料","110年第3季","22.32","2.34",
"95年08月08日","2012","春雨","9.13","8.63","0.500000","息","9.23","8.03","8.63","8.63","除權息資料","110年第3季","15.06","2.26",
"95年08月08日","2367","燿華","11.55","11.25","0.300000","息","12.00","10.50","11.25","11.25","除權息資料","110年第3季","15.58","0.10",
"95年08月08日","2393","億光","88.40","82.27","6.130000","權息","88.00","76.60","82.30","82.27","除權息資料","110年第3季","41.02","3.78",
"95年08月08日","2527","宏璟","8.98","8.63","0.350000","息","9.23","8.03","8.63","8.63","除權息資料","110年第3季","39.07","5.51",
"95年08月08日","2616","山隆","13.50","12.69","0.805300","息","13.55","11.85","12.70","12.69","除權息資料","110年第3季","38.72","2.61",
"95年08月08日","2807","竹商銀","14.55","13.15","1.400000","權息","14.05","12.25","13.15","13.15","除權息資料","110年第2季","15.88","0.52",
"95年08月08日","2854","寶來證","13.95","13.26","0.690000","權","14.15","12.35","13.25","13.26","除權息資料","","","",
"95年08月08日","2882","國泰金","70.90","67.54","3.360000","權","72.20","62.90","67.50","67.54","除權息資料","110年第3季","58.41","8.98",
"95年08月08日","2888","新光金","33.90","31.28","2.622514","權息","33.45","29.10","31.30","31.28","除權息資料","110年第3季","17.16","1.62",
"95年08月08日","2889","國票金","9.98","8.98","1.000000","息","9.60","8.36","8.98","8.98","除權息資料","110年第3季","13.33","1.03",
"95年08月08日","2892","第一金","23.05","21.26","1.790000","權息","22.70","19.80","21.25","21.26","除權息資料","110年第2季","17.85","0.85",
"95年08月08日","6128","上福","26.90","25.69","1.210000","權息","27.45","23.90","25.70","25.69","除權息資料","110年第3季","25.02","1.76",
"95年08月09日","1102","亞泥","23.70","20.83","2.870000","權息","22.25","19.40","20.85","20.83","除權息資料","110年第3季","42.80","3.50",
"95年08月09日","1434","福懋","16.75","15.44","1.310000","權息","16.50","14.40","15.45","15.44","除權息資料","110年第3季","38.08","1.06",
"95年08月09日","1725","元禎","19.00","16.18","2.820000","權息","17.30","15.05","16.20","16.18","除權息資料","110年第3季","22.06","1.35",
"95年08月09日","2477","美隆電","16.70","15.74","0.960000","權息","16.80","14.65","15.75","15.74","除權息資料","110年第3季","21.70","8.17",
"95年08月09日","2485","兆赫","32.90","30.19","2.715291","權息","32.30","28.10","30.20","30.19","除權息資料","110年第3季","19.70","-0.76",
"95年08月09日","2617","台航","22.35","18.80","3.550000","權息","20.10","17.50","18.80","18.80","除權息資料","110年第3季","35.45","2.16",
"95年08月09日","2891","中信金","24.85","22.14","2.710000","權","23.65","20.60","22.15","22.14","除權息資料","110年第3季","20.73","2.33",
"95年08月09日","2915","潤泰全","16.65","16.35","0.300000","息","17.45","15.25","16.35","16.35","除權息資料","110年第3季","178.95","20.40",
"95年08月09日","3014","聯陽","24.60","22.91","1.686870","息","24.50","21.35","22.90","22.91","除權息資料","110年第3季","34.67","8.67",
"95年08月09日","3023","信邦","36.00","31.61","4.390000","權息","33.80","29.40","31.60","31.61","除權息資料","110年第3季","41.57","8.09",
"95年08月09日","3033","威健","20.75","17.74","3.015900","權息","18.95","16.50","17.75","17.74","除權息資料","110年第3季","18.28","3.41",
"95年08月09日","3042","晶技","49.50","45.15","4.359821","權息","48.30","42.00","45.15","45.15","除權息資料","110年第3季","37.45","7.85",
"95年08月09日","4532","瑞智","18.80","16.47","2.330000","權息","17.60","15.35","16.45","16.47","除權息資料","110年第3季","17.81","1.05",
"95年08月09日","6131","鈞泰","46.65","36.26","10.390000","權息","38.75","33.75","36.25","36.26","除權息資料","110年第2季","4.65","-0.49",
"95年08月09日","6197","佳必琪","42.00","35.82","6.189014","權息","38.30","33.35","35.80","35.82","除權息資料","110年第3季","23.13","2.15",
"95年08月10日","1463","強盛","4.20","4.05","0.150000","息","4.33","3.77","4.05","4.05","除權息資料","110年第3季","13.00","0.20",
"95年08月10日","2031","新光鋼","19.90","18.46","1.440000","權息","19.75","17.20","18.45","18.46","除權息資料","110年第3季","32.42","6.83",
"95年08月10日","2315","神達","32.50","28.72","3.784700","權息","30.70","26.75","28.70","28.72","除權息資料","102年第1季","20.44","-0.10",
"95年08月10日","2377","微星","18.30","15.95","2.350000","權息","17.05","14.85","15.95","15.95","除權息資料","110年第3季","51.07","15.43",
"95年08月10日","2394","普立爾","48.80","45.28","3.520000","權息","48.40","42.15","45.30","45.28","除權息資料","","","",
"95年08月10日","2399","映泰","15.20","14.58","0.620000","權","15.60","13.60","14.60","14.58","除權息資料","110年第3季","13.18","1.54",
"95年08月10日","2412","中華電","60.90","55.38","5.520000","權息","59.20","51.60","55.40","55.38","除權息資料","110年第3季","47.74","3.50",
"95年08月10日","2421","建準","14.55","14.02","0.530000","權息","15.00","13.05","14.00","14.02","除權息資料","110年第3季","16.66","1.02",
"95年08月10日","2466","冠西電","23.00","22.60","0.400000","息","24.15","21.05","22.60","22.60","除權息資料","110年第3季","10.31","0.13",
"95年08月10日","2476","鉅祥","30.00","26.27","3.730000","權息","28.10","24.45","26.25","26.27","除權息資料","110年第3季","26.42","2.79",
"95年08月10日","2493","揚博","14.55","13.41","1.140000","權息","14.30","12.50","13.40","13.41","除權息資料","110年第3季","20.09","2.03",
"95年08月10日","2536","宏普","31.80","30.10","1.700000","息","32.20","28.00","30.10","30.10","除權息資料","110年第3季","35.30","-0.01",
"95年08月10日","2833","台壽保","41.55","37.77","3.780000","權","40.40","35.15","37.75","37.77","除權息資料","110年第3季","24.69","3.63",
"95年08月10日","3008","大立光","765.00","716.14","48.860000","權息","766.00","667.00","716.00","716.14","除權息資料","110年第3季","1,058.00","100.91",
"95年08月10日","3031","佰鴻","41.00","35.00","6.000000","權息","37.45","32.55","35.00","35.00","除權息資料","110年第3季","15.60","1.24",
"95年08月10日","5854","合庫","23.15","20.86","2.290000","權息","22.30","19.40","20.85","20.86","除權息資料","110年第3季","23.07","1.33",
"95年08月10日","9930","中聯資源","29.40","25.82","3.580000","權息","27.60","24.05","25.80","25.82","除權息資料","110年第3季","22.55","2.13",
"95年08月11日","1229","聯華","14.55","13.67","0.889917","權息","14.60","12.75","13.65","13.67","除權息資料","110年第3季","27.74","2.59",
"95年08月11日","2379","瑞昱","40.00","35.69","4.310000","權息","38.15","33.20","35.70","35.69","除權息資料","110年第3季","67.71","23.98",
"95年08月11日","2392","正崴","131.50","116.71","14.799221","權息","124.50","109.00","116.50","116.71","除權息資料","110年第3季","46.69","1.49",
"95年08月11日","6257","矽格","19.05","17.77","1.283737","權息","19.00","16.55","17.75","17.77","除權息資料","110年第3季","31.91","4.74",
"95年08月14日","1517","利奇","5.39","5.24","0.150000","息","5.60","4.88","5.24","5.24","除權息資料","110年第3季","15.73","1.46",
"95年08月14日","1524","耿鼎","15.00","14.27","0.730000","權息","15.25","13.30","14.25","14.27","除權息資料","110年第3季","13.44","0.27",
"95年08月14日","1736","喬山","228.00","184.06","43.940000","權息","196.50","171.50","184.00","184.06","除權息資料","110年第3季","26.82","-1.44",
"95年08月14日","2365","昆盈","29.40","26.04","3.369670","權息","27.85","24.25","26.05","26.04","除權息資料","110年第3季","13.00","0.17",
"95年08月14日","2418","雅新","25.90","24.90","0.999000","息","26.60","23.20","24.90","24.90","除權息資料","","","",
"95年08月14日","2484","希華","19.75","18.36","1.399460","權息","19.60","17.10","18.35","18.36","除權息資料","110年第3季","22.58","1.84",
"95年08月14日","2603","長榮","22.20","19.06","3.140000","權息","20.35","17.75","19.05","19.06","除權息資料","110年第3季","46.68","30.27",
"95年08月14日","2856","元富證","12.40","11.83","0.570000","權息","12.65","11.05","11.85","11.83","除權息資料","110年第3季","17.35","1.88",
"95年08月14日","3024","憶聲","19.90","16.82","3.089407","權息","17.95","15.65","16.80","16.82","除權息資料","110年第3季","9.93","0.76",
"95年08月14日","5471","松翰","59.30","53.03","6.270000","權息","56.70","49.35","53.00","53.03","除權息資料","110年第3季","23.98","7.03",
"95年08月14日","6141","柏承","31.15","25.91","5.242090","權息","27.70","24.10","25.90","25.91","除權息資料","110年第3季","20.26","1.87",
"95年08月14日","9917","中保科","59.70","59.10","0.600000","權","63.20","55.00","59.10","59.10","除權息資料","110年第3季","24.56","4.12",
"95年08月15日","1737","臺鹽","19.85","18.85","1.000000","息","20.15","17.55","18.85","18.85","除權息資料","110年第3季","31.35","1.55",
"95年08月15日","2350","環電","11.00","10.19","0.819637","權息","10.90","9.48","10.20","10.19","除權息資料","","","",
"95年08月15日","2397","友通","59.00","53.76","5.240000","權息","57.50","50.00","53.80","53.76","除權息資料","110年第3季","23.07","1.75",
"95年08月15日","2430","燦坤","39.50","38.87","0.630000","權","41.55","36.15","38.85","38.87","除權息資料","110年第3季","29.94","2.74",
"95年08月15日","2486","一詮","35.90","32.59","3.311300","權息","34.85","30.35","32.60","32.59","除權息資料","110年第3季","18.19","1.74",
"95年08月15日","2614","東森","10.75","8.91","1.849370","權息","9.53","8.29","8.91","8.91","除權息資料","110年第3季","11.65","1.18",
"95年08月15日","3062","建漢","40.90","37.85","3.050000","權息","40.45","35.25","37.85","37.85","除權息資料","110年第3季","16.82","0.15",
"95年08月15日","6196","帆宣","30.35","25.33","5.020000","權息","27.10","23.60","25.35","25.33","除權息資料","110年第3季","35.04","5.63",
"95年08月15日","9942","茂順","34.75","31.13","3.629800","權息","33.30","29.00","31.15","31.13","除權息資料","110年第3季","37.06","5.18",
"95年08月16日","1476","儒鴻","14.80","13.33","1.470000","權","14.25","12.40","13.35","13.33","除權息資料","110年第3季","72.37","14.02",
"95年08月16日","1530","亞崴","59.50","51.03","8.470000","權息","54.60","47.50","51.00","51.03","除權息資料","110年第3季","30.86","1.00",
"95年08月16日","1722","台肥","54.30","52.10","2.200000","息","55.70","48.50","52.10","52.10","除權息資料","110年第3季","53.11","2.34",
"95年08月16日","2034","允強","32.30","26.47","5.830000","權","28.30","24.65","26.45","26.47","除權息資料","110年第3季","20.51","1.89",
"95年08月16日","2526","大陸","19.20","17.18","2.020000","權息","18.35","16.00","17.20","17.18","除權息資料","","","",
"95年08月16日","4414","如興","6.70","6.56","0.140000","權","7.01","6.11","6.56","6.56","除權息資料","110年第3季","11.45","-0.65",
"95年08月17日","1402","遠東新","25.40","23.01","2.390000","權息","24.60","21.40","23.00","23.01","除權息資料","110年第3季","38.16","1.70",
"95年08月17日","1460","宏遠","5.38","5.27","0.110000","權","5.63","4.91","5.27","5.27","除權息資料","110年第3季","9.95","0.27",
"95年08月17日","1907","永豐餘","12.65","11.70","0.950000","權息","12.50","10.90","11.70","11.70","除權息資料","110年第3季","29.15","2.74",
"95年08月17日","2317","鴻海","221.00","179.25","41.750000","權息","191.50","167.00","179.50","179.25","除權息資料","110年第3季","95.91","6.85",
"95年08月17日","2328","廣宇","42.90","40.26","2.640000","權息","43.05","37.45","40.25","40.26","除權息資料","110年第3季","22.87","1.33",
"95年08月17日","2391","合勤","48.50","40.79","7.710000","權息","43.60","37.95","40.80","40.79","除權息資料","","","",
"95年08月17日","2610","華航","14.55","13.86","0.690000","權","14.80","12.90","13.85","13.86","除權息資料","110年第3季","11.03","0.28",
"95年08月17日","3003","健和興","24.90","22.95","1.950400","權息","24.55","21.35","22.95","22.95","除權息資料","110年第3季","32.99","3.54",
"95年08月17日","3055","蔚華科","32.00","27.25","4.755090","權息","29.15","25.35","27.25","27.25","除權息資料","110年第3季","20.60","-3.29",
"95年08月17日","3059","華晶科","60.20","49.12","11.081076","權息","52.50","45.70","49.10","49.12","除權息資料","110年第3季","31.38","0.71",
"95年08月17日","6282","康舒","11.25","10.43","0.820000","權息","11.15","9.70","10.45","10.43","除權息資料","110年第3季","18.94","0.98",
"95年08月17日","8008","建興電","38.85","34.94","3.910000","權息","37.35","32.50","34.95","34.94","除權息資料","102年第1季","26.27","0.45",
"95年08月18日","1720","生達","17.40","16.89","0.510000","權","18.05","15.75","16.90","16.89","除權息資料","110年第3季","23.29","2.99",
"95年08月18日","2605","新興","43.65","33.70","9.950000","權息","36.05","31.35","33.70","33.70","除權息資料","110年第3季","24.35","0.74",
"95年08月18日","6206","飛捷","66.70","54.86","11.848767","權息","58.70","51.10","54.90","54.86","除權息資料","110年第3季","29.26","3.06",
"95年08月21日","2357","華碩","79.80","70.49","9.310000","權息","75.40","65.60","70.50","70.49","除權息資料","110年第3季","291.27","43.74",
"95年08月21日","2545","皇翔","71.50","62.27","9.230000","權息","66.60","58.00","62.30","62.27","除權息資料","110年第3季","33.41","3.05",
"95年08月21日","2547","日勝生","28.00","26.91","1.090000","權","29.95","25.05","28.00","28.00","除權息資料","110年第3季","12.19","-0.19",
"95年08月21日","6115","鎰勝","39.10","33.95","5.156454","權息","36.30","31.60","33.95","33.95","除權息資料","110年第3季","24.06","1.97",
"95年08月22日","1616","億泰","11.50","10.90","0.603470","權息","11.65","10.15","10.90","10.90","除權息資料","110年第3季","8.28","0.35",
"95年08月22日","2020","美亞","18.35","16.50","1.850000","權息","17.65","15.35","16.50","16.50","除權息資料","110年第3季","16.06","3.12",
"95年08月22日","2108","南帝","14.60","13.20","1.400000","權息","14.10","12.30","13.20","13.20","除權息資料","110年第3季","31.54","13.60",
"95年08月22日","2354","鴻準","296.50","253.75","42.750000","權息","271.50","236.00","254.00","253.75","除權息資料","110年第3季","79.56","2.58",
"95年08月22日","2447","鼎新","26.75","23.53","3.222750","權息","25.15","21.90","23.55","23.53","除權息資料","","","",
"95年08月22日","2463","研揚","24.70","23.14","1.560000","權息","24.75","21.55","23.15","23.14","除權息資料","","","",
"95年08月22日","2468","華經","9.06","8.59","0.473700","權息","9.19","7.99","8.59","8.59","除權息資料","110年第3季","16.30","0.46",
"95年08月22日","2474","可成","365.50","258.69","106.815154","權息","276.50","241.00","258.50","258.69","除權息資料","110年第3季","198.24","6.83",
"95年08月22日","2850","新產","13.80","12.77","1.030000","權","13.65","11.90","12.75","12.77","除權息資料","110年第3季","45.72","5.50",
"95年08月22日","3311","閎暉","208.00","172.33","35.670000","權息","184.00","160.50","172.50","172.33","除權息資料","110年第3季","34.84","0.63",
"95年08月22日","8926","台汽電","11.95","10.96","0.989552","息","11.70","10.20","10.95","10.96","除權息資料","110年第3季","19.73","1.17",
"95年08月23日","1231","聯華食","9.53","9.03","0.500000","息","9.66","8.40","9.03","9.03","除權息資料","110年第3季","21.31","2.70",
"95年08月23日","1523","開億","15.75","14.61","1.140000","權息","15.60","13.60","14.60","14.61","除權息資料","","","",
"95年08月23日","3002","歐格","24.00","21.29","2.710000","權息","22.75","19.80","21.30","21.29","除權息資料","110年第3季","11.65","-0.05",
"95年08月23日","3006","晶豪科","27.80","25.78","2.020000","權息","27.55","24.00","25.80","25.78","除權息資料","110年第3季","42.50","13.72",
"95年08月23日","9935","慶豐富","7.94","7.73","0.210000","權息","8.27","7.19","7.73","7.73","除權息資料","110年第3季","11.99","0.39",
"95年08月23日","9938","百和","21.40","18.88","2.529794","權息","20.20","17.60","18.90","18.88","除權息資料","110年第3季","34.87","5.43",
"95年08月24日","1451","年興","17.40","15.90","1.500000","息","17.00","14.80","15.90","15.90","除權息資料","110年第3季","37.40","0.84",
"95年08月24日","1531","高林股","21.80","18.44","3.360000","權息","19.70","17.15","18.45","18.44","除權息資料","110年第3季","19.79","0.78",
"95年08月24日","1533","車王電","31.20","30.70","0.500000","息","32.80","28.60","30.70","30.70","除權息資料","110年第3季","24.65","0.83",
"95年08月24日","1704","榮化","26.40","23.61","2.790000","權息","25.25","22.00","23.60","23.61","除權息資料","107年第3季","36.73","2.83",
"95年08月24日","1808","潤隆","47.80","44.13","3.670000","權","47.20","41.05","44.15","44.13","除權息資料","110年第3季","16.38","2.73",
"95年08月24日","2010","春源","12.75","12.14","0.610000","權","12.95","11.30","12.15","12.14","除權息資料","110年第3季","16.93","1.49",
"95年08月24日","2414","精技","12.75","11.64","1.114940","權息","12.45","10.85","11.65","11.64","除權息資料","110年第3季","18.08","2.77",
"95年08月24日","2441","超豐","39.20","32.99","6.216775","權息","35.25","30.70","33.00","32.99","除權息資料","110年第3季","34.68","6.03",
"95年08月24日","2482","連宇","15.30","14.09","1.210000","權息","15.05","13.15","14.10","14.09","除權息資料","110年第3季","12.14","-0.08",
"95年08月24日","2609","陽明","19.65","17.15","2.500000","息","18.35","15.95","17.15","17.15","除權息資料","110年第3季","51.12","32.73",
"95年08月24日","2615","萬海","19.60","17.81","1.790000","權","19.05","16.60","17.80","17.81","除權息資料","110年第3季","45.37","28.37",
"95年08月24日","6117","迎廣","14.80","14.48","0.310344","息","15.45","13.50","14.50","14.48","除權息資料","110年第3季","12.51","-0.42",
"95年08月24日","9904","寶成","26.40","23.63","2.779220","權息","25.25","22.00","23.65","23.63","除權息資料","110年第3季","43.96","4.25",
"95年08月24日","9933","中鼎","17.20","16.03","1.170000","權息","17.15","14.95","16.05","16.03","除權息資料","110年第3季","20.62","1.37",
"95年08月25日","1101","台泥","23.45","21.67","1.785942","權息","23.15","20.20","21.65","21.67","除權息資料","110年第3季","31.94","2.41",
"95年08月25日","1101A","台泥特","27.30","25.80","1.500000","息","27.60","24.00","25.80","25.80","除權息資料","110年第3季","31.94","2.41",
"95年08月25日","2611","志信","12.55","12.25","0.300000","息","13.10","11.40","12.25","12.25","除權息資料","110年第3季","17.45","1.54",
"95年08月25日","8072","陞泰","172.00","142.63","29.373843","權息","152.50","133.00","142.50","142.63","除權息資料","110年第3季","27.32","0.30",
"95年08月25日","9105","泰金寶-DR","5.46","5.29","0.170000","息","5.66","4.92","5.29","5.29","除權息資料","93年第4季","0.00","4.81",
"95年08月29日","1459","聯發","5.35","5.29","0.060000","權","5.66","4.92","5.29","5.29","除權息資料","110年第3季","10.65","1.84",
"95年08月29日","1611","中電","18.10","16.69","1.410000","權息","17.85","15.55","16.70","16.69","除權息資料","110年第3季","12.85","0.10",
"95年08月29日","2383","台光電","12.65","12.02","0.630000","權","12.85","11.20","12.00","12.02","除權息資料","110年第3季","54.54","12.03",
"95年08月29日","3030","德律","45.50","38.18","7.320000","權息","40.85","35.55","38.20","38.18","除權息資料","110年第3季","24.71","3.94",
"95年08月30日","1618","合機","6.27","6.08","0.190000","權","6.50","5.66","6.08","6.08","除權息資料","110年第3季","21.81","0.71",
"95年08月30日","2492","華新科","24.70","22.94","1.764000","權息","24.50","21.35","22.95","22.94","除權息資料","110年第3季","86.89","14.40",
"95年08月30日","3011","今皓","14.30","13.08","1.228434","權息","13.95","12.20","13.10","13.08","除權息資料","110年第3季","7.73","-0.50",
"95年08月30日","3043","科風","79.50","65.20","14.308344","權息","69.70","60.70","65.20","65.20","除權息資料","110年第3季","0.44","-0.09",
"95年08月30日","4119","旭富","17.25","16.20","1.045000","息","17.30","15.10","16.20","16.20","除權息資料","110年第3季","35.12","0.79",
"95年08月31日","1455","集盛","6.08","5.98","0.100000","息","6.39","5.57","5.98","5.98","除權息資料","110年第3季","13.61","1.58",
"95年08月31日","2418","雅新","26.95","25.66","1.290000","權","27.45","23.90","25.65","25.66","除權息資料","","","",
"95年08月31日","2459","敦吉","48.30","43.88","4.425947","權息","46.95","40.85","43.90","43.88","除權息資料","110年第3季","42.62","4.17",
"95年08月31日","2473","思源","48.10","42.09","6.019200","權息","45.00","39.15","42.10","42.09","除權息資料","","","",
"95年08月31日","6216","居易","20.25","18.31","1.942753","權息","19.55","17.05","18.30","18.31","除權息資料","110年第3季","17.21","1.20",
"95年08月31日","6605","帝寶","106.00","95.23","10.779503","權息","101.50","88.60","95.20","95.23","除權息資料","110年第3季","83.23","4.90",
"95年09月01日","2495","普安","48.20","39.80","8.409668","權息","42.55","37.05","39.80","39.80","除權息資料","110年第3季","14.42","0.23",
"95年09月04日","2104","國際中橡","21.05","20.00","1.049891","息","21.40","18.60","20.00","20.00","除權息資料","110年第3季","32.95","1.41",
"95年09月04日","2363","矽統","15.00","14.22","0.782554","權息","15.20","13.25","14.20","14.22","除權息資料","110年第3季","33.55","0.40",
"95年09月04日","2483","百容","18.75","17.95","0.800000","息","19.20","16.70","17.95","17.95","除權息資料","110年第3季","22.69","1.29",
"95年09月04日","6165","浪凡","15.50","15.13","0.370000","權","16.15","14.10","15.15","15.13","除權息資料","110年第3季","13.57","3.51",
"95年09月05日","1324","地球","7.29","6.88","0.410000","權息","7.36","6.40","6.88","6.88","除權息資料","110年第3季","12.50","-0.09",
"95年09月05日","2704","國賓","31.70","31.00","0.700000","息","33.15","28.85","31.00","31.00","除權息資料","110年第3季","30.85","-0.14",
"95年09月05日","6155","鈞寶","29.75","26.76","2.992110","權息","28.60","24.90","26.75","26.76","除權息資料","110年第3季","15.94","0.61",
"95年09月05日","9918","欣天然","20.20","18.61","1.590000","權息","19.90","17.35","18.60","18.61","除權息資料","110年第3季","16.93","1.29",
"95年09月06日","3027","盛達","16.00","15.09","0.910000","權息","16.10","14.05","15.10","15.09","除權息資料","110年第3季","15.31","0.30",
"95年09月06日","3041","揚智","33.95","32.10","1.858831","權息","34.30","29.90","32.10","32.10","除權息資料","110年第3季","15.99","-0.52",
"95年09月06日","9939","宏全","24.40","23.10","1.300000","權息","24.70","21.50","23.10","23.10","除權息資料","110年第3季","45.36","5.98",
"95年09月07日","1419","新紡","21.00","20.24","0.760000","權息","21.65","18.85","20.25","20.24","除權息資料","110年第3季","32.65","1.34",
"95年09月07日","1727","中華化","9.55","9.01","0.540000","權","9.64","8.38","9.01","9.01","除權息資料","110年第3季","13.02","1.27",
"95年09月07日","2009","第一銅","12.00","11.70","0.300000","息","12.50","10.90","11.70","11.70","除權息資料","110年第3季","18.11","1.08",
"95年09月07日","5203","訊連","115.00","105.37","9.631669","權息","112.50","98.00","105.50","105.37","除權息資料","110年第3季","44.03","1.85",
"95年09月07日","6168","宏齊","35.55","32.20","3.350893","權息","34.45","29.95","32.20","32.20","除權息資料","110年第3季","15.73","1.53",
"95年09月07日","6189","豐藝","34.25","27.75","6.507105","權息","29.65","25.85","27.75","27.75","除權息資料","110年第3季","23.12","3.53",
"95年09月08日","1537","廣隆","22.15","21.65","0.500000","息","23.15","20.15","21.65","21.65","除權息資料","110年第3季","44.34","5.89",
"95年09月08日","5534","長虹","90.70","74.32","16.383980","權息","79.50","69.20","74.30","74.32","除權息資料","110年第3季","58.68","0.77",
"95年09月11日","2511","太子","15.55","14.55","1.000000","息","15.55","13.55","14.55","14.55","除權息資料","110年第3季","15.30","0.72",
"95年09月12日","2472","立隆電","11.60","11.48","0.120000","息","12.25","10.70","11.50","11.48","除權息資料","110年第3季","35.19","4.50",
"95年09月12日","2515","中工","4.09","3.93","0.160000","息","4.20","3.66","3.93","3.93","除權息資料","110年第3季","13.24","0.19",
"95年09月12日","3057","喬鼎","12.85","12.74","0.110000","權","13.60","11.85","12.75","12.74","除權息資料","110年第3季","8.92","-0.09",
"95年09月12日","3058","立德","14.20","13.65","0.550000","權","14.60","12.70","13.65","13.65","除權息資料","110年第3季","9.99","-1.54",
"95年09月12日","5525","順天","29.60","25.54","4.060000","權息","27.30","23.80","25.55","25.54","除權息資料","110年第3季","16.54","-0.39",
"95年09月13日","1527","鑽全","48.70","38.13","10.578049","權息","40.75","35.50","38.15","38.13","除權息資料","110年第3季","30.01","2.64",
"95年09月13日","3271","其樂達","27.70","22.50","5.207870","權息","24.05","20.95","22.50","22.50","除權息資料","","","",
"95年09月13日","5607","遠雄港","15.10","14.09","1.010000","權息","15.05","13.15","14.10","14.09","除權息資料","110年第3季","25.16","1.71",
"95年09月14日","2405","浩鑫","8.60","8.22","0.380000","息","8.79","7.65","8.22","8.22","除權息資料","110年第3季","9.87","0.06",
"95年09月14日","2451","創見","92.40","84.90","7.500570","權息","90.80","79.00","84.90","84.90","除權息資料","110年第3季","45.07","4.77",
"95年09月14日","2458","義隆","13.25","12.65","0.603770","權息","13.50","11.80","12.65","12.65","除權息資料","110年第3季","33.40","13.00",
