"092年05月05日 至 110年11月25日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"92年05月05日","1439","中和","7.20","6.90","0.300000","息","7.35","6.45","6.90","6.90","除權息資料","110年第3季","23.61","0.79",
"92年05月06日","1717","長興","17.40","16.00","1.400000","息","17.10","14.90","16.00","16.00","除權息資料","110年第3季","18.76","2.32",
"92年05月20日","1520","復盛","43.80","40.80","3.000000","息","43.60","38.00","40.80","40.80","除權息資料","","","",
"92年05月20日","9915","億豐","75.00","58.53","16.470000","權息","62.50","54.50","58.50","58.53","除權息資料","","","",
"92年05月22日","1708","東鹼","5.20","5.05","0.150000","息","5.40","4.70","5.05","5.05","除權息資料","110年第3季","23.02","1.32",
"92年05月22日","1907","永豐餘","10.60","10.40","0.200000","息","11.10","9.70","10.40","10.40","除權息資料","110年第3季","29.15","2.74",
"92年05月22日","9102","東亞科","27.20","21.70","5.500000","權息","23.20","20.20","21.70","21.70","除權息資料","93年第4季","0.00","0.39",
"92年05月29日","2808","北商銀","15.50","15.30","0.200000","息","16.30","14.25","15.30","15.30","除權息資料","","","",
"92年06月02日","1451","年興","37.00","34.80","2.200000","息","37.20","32.40","34.80","34.80","除權息資料","110年第3季","37.40","0.84",
"92年06月02日","1520","復盛","45.00","41.99","3.010000","權","44.90","39.10","42.00","41.99","除權息資料","","","",
"92年06月02日","2031","新光鋼","28.50","27.50","1.000000","息","29.40","25.60","27.50","27.50","除權息資料","110年第3季","32.42","6.83",
"92年06月02日","3015","全漢","57.00","48.85","8.150000","權息","52.00","45.50","48.90","48.85","除權息資料","110年第3季","72.76","3.00",
"92年06月05日","3009","奇美電","24.90","23.75","1.150000","權","26.60","22.10","24.90","24.90","除權息資料","","","",
"92年06月06日","1612","宏泰","10.20","9.48","0.713020","息","10.10","8.85","9.50","9.48","除權息資料","110年第3季","17.28","1.50",
"92年06月09日","2345","智邦","30.50","26.46","4.046100","權息","28.30","24.70","26.50","26.46","除權息資料","110年第3季","25.06","5.70",
"92年06月10日","1731","美吾華","15.70","14.70","1.000000","息","15.70","13.70","14.70","14.70","除權息資料","110年第3季","14.71","1.09",
"92年06月10日","2430","燦坤","44.40","42.40","2.000000","息","45.30","39.50","42.40","42.40","除權息資料","110年第3季","29.94","2.74",
"92年06月10日","2833","台壽保","33.40","31.40","2.000000","息","33.50","29.30","31.40","31.40","除權息資料","110年第3季","24.69","3.63",
"92年06月10日","3049","和鑫","20.00","15.91","4.090000","權","17.00","14.80","15.90","15.91","除權息資料","110年第3季","12.40","0.97",
"92年06月10日","9926","新海","12.25","11.65","0.600000","息","12.45","10.85","11.65","11.65","除權息資料","110年第3季","19.38","2.08",
"92年06月12日","1301","台塑","47.00","45.80","1.200000","息","49.00","42.60","45.80","45.80","除權息資料","110年第3季","60.37","8.56",
"92年06月12日","1423","利華","7.90","7.40","0.500000","息","7.90","6.90","7.40","7.40","除權息資料","110年第3季","21.73","0.99",
"92年06月13日","1905","華紙","14.20","14.08","0.120000","息","15.00","13.10","14.10","14.08","除權息資料","110年第3季","14.26","0.60",
"92年06月13日","2906","高林","10.15","9.32","0.830000","息","9.95","8.70","9.30","9.32","除權息資料","110年第3季","14.29","0.25",
"92年06月17日","2315","神達","12.95","12.75","0.200000","息","13.60","11.90","12.75","12.75","除權息資料","102年第1季","20.44","-0.10",
"92年06月18日","3009","奇美電","26.90","23.91","2.990000","權","25.50","22.30","23.90","23.91","除權息資料","","","",
"92年06月19日","1323","永裕","11.50","11.00","0.500000","息","11.75","10.25","11.00","11.00","除權息資料","110年第3季","24.87","2.26",
"92年06月19日","1326","台化","40.70","39.10","1.600000","息","41.80","36.40","39.10","39.10","除權息資料","110年第3季","66.25","5.95",
"92年06月19日","1540","喬福","13.30","12.50","0.800000","息","13.35","11.65","12.50","12.50","除權息資料","110年第3季","15.17","0.04",
"92年06月19日","1614","三洋電","13.60","12.70","0.900000","息","13.55","11.85","12.70","12.70","除權息資料","110年第3季","20.68","1.08",
"92年06月19日","2343","精業","24.10","21.61","2.490000","權息","23.10","20.10","21.60","21.61","除權息資料","","","",
"92年06月19日","2411","飛瑞","33.40","31.50","1.900000","息","33.70","29.30","31.50","31.50","除權息資料","","","",
"92年06月19日","2482","連宇","24.20","22.74","1.460000","權息","24.30","21.20","22.70","22.74","除權息資料","110年第3季","12.14","-0.08",
"92年06月19日","2523","德寶","10.90","9.90","1.000000","息","10.55","9.25","9.90","9.90","除權息資料","104年第2季","63.49","-1.35",
"92年06月19日","2851","中再保","13.10","12.00","1.100000","權息","13.05","11.20","12.20","12.20","除權息資料","110年第3季","26.52","2.80",
"92年06月19日","2852","第一保","10.20","9.60","0.600000","息","10.25","8.95","9.60","9.60","除權息資料","110年第3季","23.90","1.55",
"92年06月20日","1110","東泥","7.30","6.80","0.500000","息","7.25","6.35","6.80","6.80","除權息資料","110年第3季","14.98","0.21",
"92年06月20日","1473","台南","44.00","41.00","3.000000","息","43.80","38.20","41.00","41.00","除權息資料","110年第3季","21.21","-0.75",
"92年06月20日","2308","台達電","49.00","44.22","4.780000","權息","47.30","41.20","44.20","44.22","除權息資料","110年第3季","57.33","7.91",
"92年06月20日","2832","台產","12.30","11.80","0.500000","息","12.60","11.00","11.80","11.80","除權息資料","110年第3季","26.24","-0.30",
"92年06月23日","1474","弘裕","13.90","13.29","0.610000","權","14.85","12.40","13.90","13.90","除權息資料","110年第3季","15.68","0.97",
"92年06月23日","1909","榮成","5.50","5.30","0.200000","息","5.65","4.93","5.30","5.30","除權息資料","110年第3季","21.47","1.49",
"92年06月23日","2352","佳世達","45.80","36.26","9.540000","權息","38.70","33.80","36.30","36.26","除權息資料","110年第3季","18.37","3.72",
"92年06月23日","3001","協和","13.75","12.46","1.290000","權","13.30","11.60","12.45","12.46","除權息資料","","","",
"92年06月24日","3018","同開","16.30","14.90","1.400000","息","15.90","13.90","14.90","14.90","除權息資料","110年第3季","6.83","-1.08",
"92年06月24日","9908","大台北","10.00","9.55","0.446000","息","10.20","8.90","9.55","9.55","除權息資料","110年第3季","23.64","1.30",
"92年06月25日","1503","士電","17.50","17.00","0.500000","息","18.10","15.90","17.00","17.00","除權息資料","110年第3季","49.57","2.86",
"92年06月25日","1907","永豐餘","11.60","11.26","0.340000","權","12.00","10.50","11.25","11.26","除權息資料","110年第3季","29.15","2.74",
"92年06月25日","2332","友訊","33.00","31.08","1.920000","權息","33.20","29.00","31.10","31.08","除權息資料","110年第3季","13.54","-0.29",
"92年06月26日","1303","南亞","39.00","37.80","1.200000","息","40.40","35.20","37.80","37.80","除權息資料","110年第3季","50.18","8.05",
"92年06月26日","1440","南紡","7.40","7.20","0.200000","息","7.70","6.70","7.20","7.20","除權息資料","110年第3季","16.47","1.56",
"92年06月26日","2312","金寶","19.50","17.23","2.270000","權息","18.40","16.10","17.20","17.23","除權息資料","110年第3季","11.13","0.13",
"92年06月26日","3048","益登","84.50","60.46","24.040000","權息","64.50","56.50","60.50","60.46","除權息資料","110年第3季","16.28","3.28",
"92年06月26日","9930","中聯資源","13.55","12.55","1.000000","息","13.40","11.70","12.55","12.55","除權息資料","110年第3季","22.55","2.13",
"92年06月26日","9941","裕融","29.70","27.70","2.000000","息","29.60","25.80","27.70","27.70","除權息資料","110年第3季","43.83","9.43",
"92年06月27日","1109","信大","8.80","8.30","0.500000","息","8.85","7.75","8.30","8.30","除權息資料","110年第3季","21.88","1.61",
"92年06月27日","1219","福壽","5.20","5.08","0.120000","息","5.40","4.73","5.10","5.08","除權息資料","110年第3季","13.50","0.79",
"92年06月27日","1713","國化","8.40","8.00","0.400000","息","8.55","7.45","8.00","8.00","除權息資料","110年第3季","15.67","0.78",
"92年06月27日","9910","豐泰","28.10","25.90","2.200000","息","27.70","24.10","25.90","25.90","除權息資料","110年第3季","18.83","3.32",
"92年06月27日","9924","福興","22.80","21.44","1.357650","息","22.90","20.00","21.40","21.44","除權息資料","110年第3季","31.17","2.77",
"92年06月30日","1507","永大","19.30","18.50","0.800000","息","19.70","17.30","18.50","18.50","除權息資料","110年第3季","28.50","1.73",
"92年06月30日","1904","正隆","9.25","8.95","0.300000","息","9.55","8.35","8.95","8.95","除權息資料","110年第3季","24.04","2.86",
"92年06月30日","2548","華固","6.40","5.90","0.500000","息","6.30","5.50","5.90","5.90","除權息資料","110年第3季","61.90","6.05",
"92年06月30日","3027","盛達","28.00","22.98","5.020000","權息","24.50","21.40","23.00","22.98","除權息資料","110年第3季","15.31","0.30",
"92年07月01日","1301","台塑","48.20","45.47","2.730000","權","48.60","42.30","45.50","45.47","除權息資料","110年第3季","60.37","8.56",
"92年07月01日","1472","三洋實業","19.50","18.23","1.270000","權","20.80","17.00","19.50","19.50","除權息資料","110年第3季","9.51","-0.05",
"92年07月01日","1476","儒鴻","12.05","11.17","0.880000","息","11.95","10.40","11.15","11.17","除權息資料","110年第3季","72.37","14.02",
"92年07月01日","1510","台安","8.90","8.70","0.200000","息","9.30","8.10","8.70","8.70","除權息資料","","","",
"92年07月01日","1711","永光","10.60","10.10","0.500000","息","10.80","9.40","10.10","10.10","除權息資料","110年第3季","15.80","0.72",
"92年07月02日","1468","昶和","12.90","12.75","0.150000","息","13.60","11.90","12.75","12.75","除權息資料","110年第3季","7.33","0.07",
"92年07月02日","1473","台南","42.50","42.36","0.140000","權","45.30","39.40","42.40","42.36","除權息資料","110年第3季","21.21","-0.75",
"92年07月02日","2338","光罩","19.30","18.28","1.019535","息","19.50","17.10","18.30","18.28","除權息資料","110年第3季","23.10","4.41",
"92年07月02日","2409","友達","25.60","23.76","1.840000","權息","25.40","22.10","23.80","23.76","除權息資料","110年第3季","24.01","5.33",
"92年07月02日","2409S","友達乙","22.70","21.41","1.290000","權","22.90","20.00","21.40","21.41","除權息資料","110年第3季","24.01","5.33",
"92年07月02日","3005","神基","21.40","18.32","3.080000","權息","19.60","17.10","18.30","18.32","除權息資料","110年第3季","28.77","6.01",
"92年07月03日","1434","福懋","14.35","13.65","0.700000","息","14.60","12.70","13.65","13.65","除權息資料","110年第3季","38.08","1.06",
"92年07月03日","1504","東元","10.60","10.10","0.500000","息","10.80","9.40","10.10","10.10","除權息資料","110年第3季","41.61","1.96",
"92年07月03日","1530","亞崴","27.50","26.74","0.760000","息","28.60","24.90","26.70","26.74","除權息資料","110年第3季","30.86","1.00",
"92年07月03日","2882","國泰金","44.20","42.70","1.500000","息","45.60","39.80","42.70","42.70","除權息資料","110年第3季","58.41","8.98",
"92年07月03日","2891","中信金","28.40","27.40","1.000000","息","29.30","25.50","27.40","27.40","除權息資料","110年第3季","20.73","2.33",
"92年07月03日","2891A","中信特","46.90","44.45","2.448000","息","47.50","41.40","44.50","44.45","除權息資料","110年第3季","20.73","2.33",
"92年07月03日","3023","信邦","36.00","31.14","4.860000","權息","33.30","29.00","31.10","31.14","除權息資料","110年第3季","41.57","8.09",
"92年07月03日","9911","櫻花","9.45","8.59","0.860000","權","9.15","8.00","8.60","8.59","除權息資料","110年第3季","23.11","3.31",
"92年07月03日","9921","巨大","40.10","38.10","2.000000","息","40.70","35.50","38.10","38.10","除權息資料","110年第3季","70.61","12.88",
"92年07月04日","1307","三芳","27.00","24.54","2.460000","權","26.20","22.90","24.50","24.54","除權息資料","110年第3季","19.24","0.24",
"92年07月04日","2423","固緯","18.40","17.40","1.000000","息","18.60","16.20","17.40","17.40","除權息資料","110年第3季","15.92","1.37",
"92年07月07日","1311","福聚","29.60","28.50","1.100000","息","30.40","26.60","28.50","28.50","除權息資料","","","",
"92年07月07日","2207","和泰車","29.30","27.50","1.800000","息","29.40","25.60","27.50","27.50","除權息資料","110年第3季","127.46","23.19",
"92年07月07日","2330","台積電","62.00","57.04","4.960000","權","61.00","53.50","57.00","57.04","除權息資料","110年第3季","80.06","16.59",
"92年07月07日","2401","凌陽","47.60","40.92","6.680000","權息","43.70","38.10","40.90","40.92","除權息資料","110年第3季","16.17","1.37",
"92年07月07日","2417","圓剛","39.50","34.79","4.712000","權息","37.20","32.40","34.80","34.79","除權息資料","110年第3季","21.96","0.39",
"92年07月07日","2855","統一證","14.00","13.50","0.500000","息","14.40","12.60","13.50","13.50","除權息資料","110年第3季","21.28","2.32",
"92年07月08日","1535","中宇","8.80","8.50","0.300000","息","9.05","7.95","8.50","8.50","除權息資料","110年第3季","25.42","2.47",
"92年07月08日","1716","永信","26.20","24.70","1.500000","息","26.40","23.00","24.70","24.70","除權息資料","110年第2季","48.36","4.32",
"92年07月08日","2010","春源","18.60","17.10","1.500000","息","18.20","16.00","17.10","17.10","除權息資料","110年第3季","16.93","1.49",
"92年07月08日","2032","新鋼","23.00","22.00","1.000000","息","23.50","20.50","22.00","22.00","除權息資料","110年第3季","13.85","1.29",
"92年07月08日","2034","允強","21.00","19.09","1.910000","權","20.40","17.80","19.10","19.09","除權息資料","110年第3季","20.51","1.89",
"92年07月08日","2374","佳能","36.90","35.16","1.740000","權息","37.60","32.70","35.20","35.16","除權息資料","110年第3季","21.21","2.46",
"92年07月08日","2385","群光","69.00","56.58","12.420000","權息","60.50","53.00","56.50","56.58","除權息資料","110年第3季","39.98","6.35",
"92年07月08日","2836","高雄銀","16.40","15.90","0.500000","息","17.00","14.80","15.90","15.90","除權息資料","110年第3季","14.59","0.60",
"92年07月08日","9937","全國","28.10","26.50","1.600000","息","28.30","24.70","26.50","26.50","除權息資料","110年第3季","16.59","1.98",
"92年07月09日","1525","江申","33.90","30.11","3.790000","權息","32.20","28.10","30.10","30.11","除權息資料","110年第3季","58.65","2.81",
"92年07月09日","1730","花仙子","12.50","12.00","0.500000","息","12.80","11.20","12.00","12.00","除權息資料","110年第3季","26.20","3.32",
"92年07月09日","2015","豐興","24.90","23.43","1.470000","權息","25.00","21.80","23.40","23.43","除權息資料","110年第3季","36.02","4.85",
"92年07月09日","2029","盛餘","47.50","45.20","2.300000","息","48.30","42.10","45.20","45.20","除權息資料","110年第3季","30.00","2.95",
"92年07月09日","2408","南亞科","30.00","29.07","0.930000","權","31.10","27.10","29.10","29.07","除權息資料","110年第3季","53.87","5.31",
"92年07月09日","2416","世平","38.20","32.28","5.920000","權息","34.50","30.10","32.30","32.28","除權息資料","","","",
"92年07月09日","2483","百容","25.40","24.40","1.000000","息","26.10","22.70","24.40","24.40","除權息資料","110年第3季","22.69","1.29",
"92年07月09日","2905","三商","9.75","9.65","0.100000","息","10.30","9.00","9.65","9.65","除權息資料","110年第3季","21.54","1.58",
"92年07月09日","2910","統領","21.80","21.50","0.300000","息","23.00","20.00","21.50","21.50","除權息資料","110年第3季","13.31","0.49",
"92年07月09日","9933","中鼎","22.80","21.80","1.000000","息","23.30","20.30","21.80","21.80","除權息資料","110年第3季","20.62","1.37",
"92年07月10日","1323","永裕","11.25","10.92","0.330000","權","11.65","10.20","10.90","10.92","除權息資料","110年第3季","24.87","2.26",
"92年07月10日","1734","杏輝","17.00","15.90","1.100000","權息","17.00","14.80","15.90","15.90","除權息資料","110年第3季","16.29","-0.14",
"92年07月10日","2380","虹光","29.40","27.85","1.555100","權息","29.70","26.00","27.90","27.85","除權息資料","110年第3季","5.54","-0.44",
"92年07月10日","2403","友尚","46.10","40.35","5.754643","權息","43.10","37.60","40.40","40.35","除權息資料","","","",
"92年07月10日","2473","思源","86.00","65.17","20.830000","權息","69.50","61.00","65.00","65.17","除權息資料","","","",
"92年07月10日","3051","力特","70.00","59.26","10.740000","權息","63.00","55.50","59.50","59.26","除權息資料","110年第3季","6.25","2.43",
"92年07月10日","3054","立萬利","67.00","49.08","17.920000","權息","52.50","45.70","49.10","49.08","除權息資料","110年第3季","11.14","0.42",
"92年07月10日","9103","美德醫療-DR","20.00","19.58","0.414000","息","20.90","18.30","19.60","19.58","除權息資料","93年第4季","0.00","0.18",
"92年07月10日","9919","康那香","13.00","12.21","0.790000","權息","13.05","11.40","12.20","12.21","除權息資料","110年第3季","13.41","0.52",
"92年07月10日","9940","信義","51.50","42.84","8.660000","權息","45.80","39.90","42.80","42.84","除權息資料","110年第3季","15.78","2.27",
"92年07月11日","1609","大亞","10.10","9.30","0.800000","息","9.95","8.65","9.30","9.30","除權息資料","110年第3季","14.25","1.32",
"92年07月11日","2023","燁輝","31.30","30.70","0.600000","息","32.80","28.60","30.70","30.70","除權息資料","110年第3季","16.18","2.16",
"92年07月11日","2360","致茂","23.00","20.75","2.254020","權息","22.20","19.30","20.80","20.75","除權息資料","110年第3季","42.31","8.39",
"92年07月11日","2382","廣達","88.50","77.68","10.820000","權息","83.00","72.50","77.50","77.68","除權息資料","110年第3季","38.81","6.32",
"92年07月11日","2427","三商電","17.30","15.66","1.640000","權","16.70","14.60","15.70","15.66","除權息資料","110年第3季","12.24","0.57",
"92年07月11日","2458","義隆","29.20","28.00","1.200000","息","29.90","26.10","28.00","28.00","除權息資料","110年第3季","33.40","13.00",
"92年07月14日","1459","聯發","9.25","8.78","0.470000","權息","9.35","8.20","8.80","8.78","除權息資料","110年第3季","10.65","1.84",
"92年07月14日","1710","東聯","36.70","33.39","3.310000","權息","35.70","31.10","33.40","33.39","除權息資料","110年第3季","14.79","0.96",
"92年07月14日","1802","台玻","23.30","21.49","1.810000","權息","22.90","20.00","21.50","21.49","除權息資料","110年第3季","17.18","2.87",
"92年07月14日","2411","飛瑞","30.10","29.95","0.150000","權","32.00","27.90","30.00","29.95","除權息資料","","","",
"92年07月14日","9905","大華","15.70","14.70","1.000000","息","15.70","13.70","14.70","14.70","除權息資料","110年第3季","24.02","1.72",
"92年07月15日","1232","大統益","21.40","19.60","1.800000","息","20.90","18.30","19.60","19.60","除權息資料","110年第3季","28.05","5.58",
"92年07月15日","1236","宏亞","14.10","12.85","1.250000","權息","13.70","12.00","12.85","12.85","除權息資料","110年第3季","14.26","-0.24",
"92年07月15日","1308","亞聚","19.30","18.50","0.800000","息","19.70","17.30","18.50","18.50","除權息資料","110年第3季","25.44","3.64",
"92年07月15日","1727","中華化","9.45","9.25","0.200000","息","9.85","8.65","9.25","9.25","除權息資料","110年第3季","13.02","1.27",
"92年07月15日","2020","美亞","19.50","17.90","1.600000","息","19.10","16.70","17.90","17.90","除權息資料","110年第3季","16.06","3.12",
"92年07月15日","2303","聯電","26.50","25.42","1.080000","權","27.10","23.70","25.40","25.42","除權息資料","110年第3季","20.75","3.26",
"92年07月15日","2347","聯強","58.50","51.26","7.240000","權息","54.50","47.70","51.50","51.26","除權息資料","110年第3季","35.41","8.53",
"92年07月15日","2356","英業達","24.50","21.77","2.730000","權息","23.20","20.30","21.80","21.77","除權息資料","110年第3季","15.35","1.42",
"92年07月15日","2478","大毅","35.90","32.00","3.900000","權息","34.20","29.80","32.00","32.00","除權息資料","110年第3季","42.66","5.32",
"92年07月16日","1315","達新","9.90","9.40","0.500000","息","10.05","8.75","9.40","9.40","除權息資料","110年第3季","121.29","-0.02",
"92年07月16日","1536","和大","21.70","20.05","1.650000","權","21.40","18.70","20.10","20.05","除權息資料","110年第3季","30.79","1.18",
"92年07月16日","2031","新光鋼","38.90","34.46","4.440000","權","36.80","32.10","34.50","34.46","除權息資料","110年第3季","32.42","6.83",
"92年07月16日","2392","正崴","77.00","66.88","10.120000","權息","71.50","62.50","67.00","66.88","除權息資料","110年第3季","46.69","1.49",
"92年07月16日","2405","浩鑫","64.00","53.97","10.030000","權","57.50","50.50","54.00","53.97","除權息資料","110年第3季","9.87","0.06",
"92年07月16日","2465","麗臺","16.80","15.23","1.570000","權","16.20","14.20","15.20","15.23","除權息資料","110年第3季","12.48","6.63",
"92年07月16日","3060","銘異","59.00","52.12","6.880000","權息","55.50","48.50","52.00","52.12","除權息資料","110年第3季","20.74","0.89",
"92年07月17日","1233","天仁","16.80","15.63","1.170000","權息","16.70","14.55","15.60","15.63","除權息資料","110年第3季","15.45","0.23",
"92年07月17日","1234","黑松","10.30","9.90","0.400000","息","10.55","9.25","9.90","9.90","除權息資料","110年第3季","44.49","1.34",
"92年07月17日","1326","台化","40.80","37.77","3.030000","權","40.40","35.20","37.80","37.77","除權息資料","110年第3季","66.25","5.95",
"92年07月17日","1723","中碳","42.20","38.79","3.410000","權息","41.50","36.10","38.80","38.79","除權息資料","110年第3季","30.77","3.68",
"92年07月17日","1724","台硝","10.30","9.53","0.770100","權息","10.15","8.90","9.55","9.53","除權息資料","110年第2季","15.21","-0.02",
"92年07月17日","1733","五鼎","38.30","32.73","5.570000","權息","35.00","30.50","32.70","32.73","除權息資料","110年第3季","16.70","1.21",
"92年07月17日","2105","正新","45.70","41.52","4.180000","權息","44.40","38.70","41.50","41.52","除權息資料","110年第3季","24.50","1.34",
"92年07月17日","2108","南帝","13.75","12.52","1.230000","權息","13.35","11.65","12.50","12.52","除權息資料","110年第3季","31.54","13.60",
"92年07月17日","2366","亞旭","26.90","23.39","3.510000","權息","25.00","21.80","23.40","23.39","除權息資料","","","",
"92年07月17日","2469","力信","27.90","23.33","4.575300","權息","24.90","21.70","23.30","23.33","除權息資料","","","",
"92年07月17日","3003","健和興","46.10","40.62","5.482000","權息","43.40","37.80","40.60","40.62","除權息資料","110年第3季","32.99","3.54",
"92年07月17日","3017","奇鋐","34.90","30.76","4.140000","權息","32.90","28.70","30.80","30.76","除權息資料","110年第3季","32.81","6.20",
"92年07月17日","3019","亞光","232.00","187.80","44.200000","權息","200.00","175.00","188.00","187.80","除權息資料","110年第3季","41.73","3.75",
"92年07月17日","3040","遠見","28.00","24.69","3.310000","權息","26.40","23.00","24.70","24.69","除權息資料","110年第3季","25.46","1.78",
"92年07月17日","9914","美利達","14.30","14.02","0.279000","息","15.00","13.05","14.00","14.02","除權息資料","110年第3季","55.57","10.90",
"92年07月17日","9918","欣天然","15.00","14.00","1.000000","息","14.95","13.05","14.00","14.00","除權息資料","110年第3季","16.93","1.29",
"92年07月18日","1527","鑽全","67.00","63.40","3.600000","權息","67.50","59.00","63.50","63.40","除權息資料","110年第3季","30.01","2.64",
"92年07月18日","1722","台肥","19.10","18.10","1.000000","息","19.30","16.90","18.10","18.10","除權息資料","110年第3季","53.11","2.34",
"92年07月18日","2402","毅嘉","57.00","46.88","10.120000","權","50.00","43.60","46.90","46.88","除權息資料","110年第3季","18.94","0.57",
"92年07月18日","2404","漢唐","34.50","31.24","3.260000","權息","33.40","29.10","31.20","31.24","除權息資料","110年第3季","47.12","10.34",
"92年07月18日","2421","建準","19.90","18.14","1.760800","權息","19.40","16.90","18.10","18.14","除權息資料","110年第3季","16.66","1.02",
"92年07月18日","2459","敦吉","52.50","45.83","6.672000","權息","49.00","42.70","45.80","45.83","除權息資料","110年第3季","42.62","4.17",
"92年07月18日","2476","鉅祥","25.20","23.38","1.827705","權息","25.00","21.80","23.40","23.38","除權息資料","110年第3季","26.42","2.79",
"92年07月18日","2497","怡利電","27.10","24.36","2.740000","權息","26.00","22.70","24.40","24.36","除權息資料","110年第3季","10.94","0.07",
"92年07月18日","2606","裕民","16.40","15.90","0.500000","息","17.00","14.80","15.90","15.90","除權息資料","110年第3季","28.84","3.73",
"92年07月21日","2477","美隆電","69.00","49.90","19.100000","權息","53.00","46.50","49.90","49.90","除權息資料","110年第3季","21.70","8.17",
"92年07月21日","9931","欣高","8.25","7.95","0.300000","息","8.50","7.40","7.95","7.95","除權息資料","110年第3季","20.92","1.48",
"92年07月22日","1313","聯成","15.50","15.00","0.500000","權息","16.00","13.95","15.00","15.00","除權息資料","110年第3季","22.32","2.34",
"92年07月22日","1460","宏遠","6.05","5.90","0.150000","息","6.30","5.50","5.90","5.90","除權息資料","110年第3季","9.95","0.27",
"92年07月22日","1467","南緯","13.25","12.61","0.640000","權","14.15","11.75","13.25","13.25","除權息資料","110年第3季","12.45","-0.30",
"92年07月22日","2379","瑞昱","73.50","58.33","15.170000","權息","62.00","54.50","58.50","58.33","除權息資料","110年第3季","67.71","23.98",
"92年07月22日","2610","華航","14.60","13.25","1.350000","權","14.15","12.35","13.25","13.25","除權息資料","110年第3季","11.03","0.28",
"92年07月22日","2610T","華航丙","13.45","12.17","1.280000","權","13.00","11.35","12.15","12.17","除權息資料","110年第3季","11.03","0.28",
"92年07月22日","2617","台航","19.70","17.50","2.200000","權息","18.70","16.30","17.50","17.50","除權息資料","110年第3季","35.45","2.16",
"92年07月22日","2881","富邦金","26.60","25.40","1.197900","息","27.10","23.70","25.40","25.40","除權息資料","110年第2季","73.35","8.28",
"92年07月22日","3028","增你強","31.40","28.20","3.200000","權息","30.10","26.30","28.20","28.20","除權息資料","110年第3季","23.88","3.25",
"92年07月22日","3041","揚智","46.50","38.79","7.717800","權息","41.50","36.10","38.80","38.79","除權息資料","110年第3季","15.99","-0.52",
"92年07月22日","3055","蔚華科","25.50","22.55","2.950000","權息","24.10","21.00","22.60","22.55","除權息資料","110年第3季","20.60","-3.29",
"92年07月23日","1210","大成","9.05","8.55","0.500000","息","9.10","8.00","8.55","8.55","除權息資料","110年第3季","24.38","1.84",
"92年07月23日","1541","錩泰","26.40","23.05","3.350000","權息","24.60","21.50","23.10","23.05","除權息資料","110年第3季","21.27","2.62",
"92年07月23日","1617","榮星","16.20","15.20","1.000000","息","16.20","14.15","15.20","15.20","除權息資料","110年第3季","12.93","1.24",
"92年07月23日","2331","精英","50.50","37.43","13.070000","權息","40.00","34.90","37.40","37.43","除權息資料","110年第3季","18.48","-0.08",
"92年07月23日","2439","美律","49.00","47.00","2.000000","權息","50.00","43.80","47.00","47.00","除權息資料","110年第3季","52.03","2.84",
"92年07月23日","2457","飛宏","23.40","19.97","3.430000","權息","21.30","18.60","20.00","19.97","除權息資料","110年第3季","12.86","-0.88",
"92年07月23日","2852","第一保","9.80","9.28","0.520000","權","9.90","8.65","9.30","9.28","除權息資料","110年第3季","23.90","1.55",
"92年07月23日","3031","佰鴻","41.50","35.90","5.600000","權息","38.40","33.40","35.90","35.90","除權息資料","110年第3季","15.60","1.24",
"92年07月23日","3044","健鼎","32.50","29.31","3.190000","權息","31.30","27.30","29.30","29.31","除權息資料","110年第3季","69.56","8.25",
"92年07月23日","3044R","健鼎甲","31.90","29.48","2.420000","權","31.50","27.50","29.50","29.48","除權息資料","110年第3季","69.56","8.25",
"92年07月23日","6128","上福","38.80","33.72","5.080000","權息","36.00","31.40","33.70","33.72","除權息資料","110年第3季","25.02","1.76",
"92年07月24日","1513","中興電","11.00","10.37","0.630000","息","11.05","9.65","10.35","10.37","除權息資料","110年第3季","23.30","2.93",
"92年07月24日","1539","巨庭","16.40","15.80","0.600000","息","16.90","14.70","15.80","15.80","除權息資料","110年第3季","20.27","1.10",
"92年07月24日","2002","中鋼","27.10","25.24","1.860000","權息","27.00","23.50","25.20","25.24","除權息資料","110年第3季","21.98","2.88",
"92年07月24日","2002A","中鋼特","29.00","27.22","1.780000","權息","29.10","25.40","27.20","27.22","除權息資料","110年第3季","21.98","2.88",
"92年07月24日","2106","建大","32.90","30.18","2.720000","權息","32.20","28.10","30.20","30.18","除權息資料","110年第3季","21.08","1.46",
"92年07月24日","2201","裕隆","40.50","39.00","1.500000","息","41.70","36.30","39.00","39.00","除權息資料","110年第3季","51.31","3.49",
"92年07月24日","2204","中華","66.00","60.73","5.270000","權息","64.50","56.50","60.50","60.73","除權息資料","110年第3季","75.09","5.90",
"92年07月24日","2204V","中華戊","66.00","59.57","6.430000","權","63.50","55.50","59.50","59.57","除權息資料","110年第3季","75.09","5.90",
"92年07月24日","2301","光寶科","41.30","34.00","7.300000","權息","36.30","31.70","34.00","34.00","除權息資料","110年第3季","30.46","4.90",
"92年07月24日","2428","興勤","24.80","22.74","2.060000","權息","24.30","21.20","22.70","22.74","除權息資料","110年第3季","60.39","9.51",
